State,Real_Openness_next_yr,Water_Use_next_yr,Constructed_Openness_next_yr,Income_next_yr,Precipitation_next_yr,Temperature_next_yr,Population_next_yr,Area_next_yr,Latitude_next_yr,Longitude_next_yr,Income2_next_yr,Is.DC_next_yr,Tot_Employment_next_yr,Agri_Employment_next_yr,Housing_units_next_yr,Median_Income_next_yr
1.0,1.230140186915888,4.060417148143025,0.8668538300434183,10.059807306791082,4.1700315216904,4.137006444071127,15.391127329282781,25.599798146519188,32.87856631,-86.71153023,101.19972304976726,0.0,14.514109848723429,10.460643173884725,14.599424430483808,10.018422090628228
2.0,0.1398305084745762,-0.5441239091675053,0.1091371242599979,10.38819504814706,3.5293265105515146,3.285138277806074,13.507805353907026,27.928217780748916,60.0718779,-134.6421729,107.91459635834708,0.0,12.773718959447221,10.00061426326685,12.635960411094914,10.345059556537576
4.0,0.5991620111731844,7.419272693405782,0.3643305905531859,10.133169680689921,2.495557119974863,4.1018905602627695,15.706606031872074,26.408072742199746,33.67825359,-111.4708913,102.68112777765347,0.0,14.842106122192519,10.696208537992165,14.877582990102947,10.143842140580691
5.0,0.9951550387596896,8.065485627721255,0.7265463349026569,9.9954740331485,3.9931792456940793,4.088188397867302,14.900487979537978,25.626026346146176,34.91154416,-92.43423888,99.90950114734595,0.0,14.032095045573048,10.518294741644821,14.100521816966957,9.97529645528256
6.0,0.550839302897466,9.037844645216184,0.2413933384604075,10.292586123223995,2.0676009492223484,4.08393715774503,17.46180920613053,26.723866026703586,37.83798795,-120.7490147,105.93732910398313,0.0,16.656499242621823,12.919434133340358,16.439545761173196,10.179337399481271
8.0,0.5542462413652987,8.173538585220085,0.4450896731854832,10.35523173816502,2.932444340771387,3.8085010082146193,15.477231005326118,26.315815029404327,38.92883319,-105.4910899,107.23082435110015,0.0,14.768633768814007,11.11396912877489,14.625236048790297,10.311283275982575
9.0,0.8235294117647058,2.168527847847603,0.8691604532703204,10.53810479090567,3.768955286469614,3.907528367660096,15.095354921267234,23.25232401348536,41.59547524,-72.64983479,111.05165258410905,0.0,14.38713452963192,8.954544488386723,14.212991880301331,10.3654590100846
10.0,0.952710495963091,3.610524592060581,0.434563615733342,10.291603022309179,3.9273701775949235,4.022511429760006,13.738358418570037,22.342006654461212,39.11541037,-75.49471267,105.91709276880343,0.0,12.97211474135918,7.986164860332727,12.928815035435907,10.271596874100524
12.0,0.7046077210460772,6.97142617384086,0.2504730926621554,10.159446732791961,4.042519202102153,4.272184841825356,16.788632125256186,25.65743756614471,28.93181099,-82.70591607,103.21435791643725,0.0,15.950858549548611,11.382064788520513,16.018051312688762,10.075295703313177
13.0,0.9774897680763984,5.724102451764017,0.418814316166627,10.123546350888414,4.150277383756453,4.149462606710532,16.11731204401858,25.73046857990719,32.8067682,-83.57635023,102.48619071858613,0.0,15.285189498018806,10.91565194179493,15.228973001754019,10.125790750852646
15.0,0.3095238095238094,4.771217533291987,0.1119197453348932,10.294752311243151,,,14.154874324366729,23.53472347765448,21.02917264,-157.3971885,105.9819251498462,0.0,13.374787634042292,9.138951775888529,13.173636171581752,10.319034995985804
16.0,0.8936591809775429,8.541807039929191,0.563865194565546,10.028003427233696,2.8681267033681412,3.77770526188219,14.293070565735652,26.089475469537366,44.26668842,-114.4612026,100.56085273661074,0.0,13.473432839946492,10.622789690572924,13.424232338366654,10.05195066017375
17.0,0.8201818181818182,4.411614562704859,0.4019793207887304,10.304141103647071,3.748761224084247,3.933115510865877,16.37135202577323,25.6915362802649,39.84225886,-89.17445102,106.17532388386908,0.0,15.619542577098198,11.122457337867973,15.481263206219868,10.232971139621664
18.0,0.5912395153774465,3.913071455612117,0.2874516629325768,10.11843762882181,3.809933972408435,3.935881068122509,15.698161671752658,25.253593916100616,39.83861922,-86.21904026,102.38278004835715,0.0,14.92268145040663,10.675237943652137,14.848566919223641,10.124789408970967
19.0,0.429874437337124,2.749147357761891,0.1536280381486868,10.230630693868823,3.5381024976267303,3.8428721250298725,14.94381626764413,25.697651998367547,42.02990262,-93.4660937,104.66580439433088,0.0,14.270458288849758,11.02106878775184,14.115323996922436,10.214934978538171
20.0,0.6838369963369964,7.012083762277719,0.2357808560385071,10.21005271198941,3.366750385396547,3.983857333697129,14.878135327735606,26.078691060500866,38.48536567,-98.08532491,104.24517638160232,0.0,14.151681320575335,10.83241806475672,14.03042433741443,10.186408307886198
21.0,0.7743478260869565,2.360471852636893,0.5416888870266002,10.071879203796584,4.021620287164012,4.0081965571469285,15.29604520857809,25.3510093181868,37.62171898,-85.20171191,101.44275069587012,0.0,14.454262796892825,10.853870484578053,14.476461972547847,10.02002536878408
22.0,1.445193929173693,5.825109150123905,0.5791109298639032,10.114356072974726,4.115854572123769,4.191925654430666,15.347088545387157,25.440996556145354,31.0806972,-91.81925318,102.30019877092072,0.0,14.514531951502523,11.508817036925684,14.504131008323338,10.069044362997353
23.0,1.2007575757575757,1.4151733206702675,0.571877556734133,10.189793678807979,3.820661634007504,3.7367172234708024,14.099411992803418,25.103896860357782,44.67621581,-69.49838161,103.83189521667504,0.0,13.374487699854617,9.723044230753946,13.491358120016582,10.087848694627853
24.0,0.983159980188212,3.269918687900437,0.4910598107360368,10.496178836771703,3.828127955352925,3.9997517097936317,15.595334750971242,23.948199108981374,39.0026629,-76.68130445,110.16977017349419,0.0,14.908563086435455,9.640563131210074,14.692718199214733,10.472063081843023
25.0,1.3918191603875132,3.9283411375435926,1.122635530769745,10.487907445104293,3.8370814988426383,3.887390112784503,15.716546465606745,23.7291660858851,42.10673796,-71.45056086,109.99620257707406,0.0,15.038698464085902,9.28628237555134,14.849989932114214,10.352937647625682
26.0,0.7769904126719468,4.3356239931027645,0.5717761676625066,10.16269298699536,3.6439844660491025,3.7848665365861307,16.107602995073513,25.711075940400722,44.04901725,-85.19808872,103.28032874792467,0.0,15.290224824465106,10.929367845038138,15.325186917918808,10.114396566181995
27.0,0.6269108012766673,4.277576815317377,0.2316123207570526,10.353224696920396,3.3676449617914925,3.6721120073835087,15.505676481659295,26.052267585625444,45.54670036,-94.4318287,107.18926162492242,0.0,14.855179310998434,11.11877114800793,14.677874636465802,10.324760390849805
28.0,1.195250659630607,6.6384766855402715,0.8669793497636603,9.911257289800488,4.142134486159287,4.144576970619057,14.911187542840217,25.52344343953564,32.79092429,-89.64612789,98.23302106462333,0.0,13.995148517129026,10.503586992046001,14.064861281660988,9.939192477156904
29.0,0.9309707241910632,6.237925521970972,0.4620741560177611,10.141874333263031,3.822852583814519,3.981869389156541,15.61460489449605,25.905347095727915,38.45001591,-92.480744,102.85761499169945,0.0,14.84817355304539,10.83519877513616,14.81581481107884,10.120210536047415
30.0,0.9440154440154438,7.868468785180883,0.8962581195623575,10.16792658625751,2.996496471979978,3.747001668931805,13.830561718822679,26.65544205649895,46.97106673,-109.7059727,103.38673106352229,0.0,13.08694964848197,10.491385322376976,13.093484364053952,10.076894491940509
31.0,0.5184691546077684,7.633342446986264,0.17673161241632,10.207030670918908,3.152823481359519,3.8806514507472545,14.440655090889477,26.01635455792016,41.32123795,-99.03604101,104.18347511707928,0.0,13.78069030855296,10.676715901568445,13.600940151994696,10.18990632736338
32.0,0.7695783132530122,6.353365014188127,0.9488420611077958,10.16269298699536,2.0081691285645142,3.9222981619355903,14.841600898129238,26.374129134780752,39.24605215,-117.5587944,103.28032874792467,0.0,14.048786601757037,10.092495041920655,13.986885754699285,10.182217171089883
33.0,0.8799999999999999,-0.35553273935995555,0.7190729449100542,10.412381311452293,3.8226694236170764,3.788697534413605,14.095759321703262,23.86699190316512,43.47455644,-71.57668133,108.41768457508098,0.0,13.450958960188665,8.645938147306799,13.331807113325423,10.334652895494106
34.0,1.057459677419355,3.916783655529634,0.5532855749357583,10.483689974079939,3.8373339390257057,3.9744724487739553,16.00148756228132,23.670266671494115,40.2804298,-74.62094429,109.90775547262422,0.0,15.263047232442835,9.38210641483062,15.090387206704753,10.371833558683493
35.0,1.2505494505494503,6.891629453956496,1.1490649059896676,10.057666803383801,2.614863354363195,3.983238768460027,14.55041705362226,26.47329238007668,34.54561168,-105.8871404,101.15666152788853,0.0,13.67910303323425,10.522234410519824,13.715838278019673,10.035392623416067
36.0,0.8202438332860791,3.2463353377643513,0.4861466675474966,10.389426044794169,3.7831200059337915,3.8226940471022,16.793645248324452,25.52769663378538,42.55441095,-75.47714089,107.9401735402474,0.0,16.03618600163324,10.984377049549666,15.91062845597339,10.263990161609186
37.0,0.8953443632166219,4.897313168767736,0.4967443395463555,10.141598530972125,4.033901379548755,4.069618801165658,16.102785039435503,25.559015856439085,35.62288795,-79.50227002,102.85202076341596,0.0,15.28694560993103,10.950192323132216,15.295867730338617,10.09575944018325
38.0,0.772913018096906,4.096692636669695,0.316040082880312,10.337054090755167,3.1478911441885393,3.6589372219950507,13.491707921925808,25.90896306710736,47.39323862,-100.2508894,106.85468727519813,0.0,12.875559617886891,10.466241269162477,12.73461931984922,10.306315853989789
39.0,0.6802537973466641,2.95447789390209,0.3570441185791628,10.179375345105198,3.729490156313541,3.9293258787843546,16.26399593251365,25.385043173745792,40.31742129,-82.83129539,103.61968241653557,0.0,15.49219600633963,11.04685010994231,15.449470531860364,10.134956352596328
40.0,0.8795238095238095,5.327444522245555,0.4753542706186622,10.097572976250325,3.599859103942912,4.074615614601507,15.163731227849656,25.903159962950642,35.50185248,-97.25333439,101.96098001070084,0.0,14.355963331150651,11.43898824746787,14.335706938722351,10.095222992690658
41.0,0.8673870333988211,7.559551080130702,0.5022098459231881,10.205368344387722,3.121618843154182,3.863678932335293,15.184166523148873,26.239223640412757,44.49389908,-121.4848871,104.14954304463099,0.0,14.39527569179352,11.070023252133169,14.33674601095828,10.118356967398093
42.0,0.824419514740412,2.293150729007077,0.4604854287798685,10.262804004618312,3.732880411891905,3.8917696898912766,16.36290683446346,25.47583826893231,40.82029613,-77.61765701,105.32514603720966,0.0,15.605228110565452,11.401368010108037,15.532071152528472,10.181498005291179
44.0,1.3487179487179488,-0.018316731785897808,1.7780817864566918,10.333580230469023,3.762833785876292,3.9250123697771215,13.865738735316013,21.708246169418885,41.62991248,-71.4697877,106.78288037954023,0.0,13.152582155988325,7.43955930913332,13.042579636196082,10.21676426964939
45.0,1.053402239448751,3.821335424929663,0.7502959488735205,10.072681653422581,4.031727074184989,4.132301895756306,15.37887081405104,25.078256940065014,33.95498444,-80.98041638,101.45891569119587,0.0,14.548223584420036,9.895505782794471,14.585055658174237,10.044726664228852
46.0,0.3857315598548971,4.884890648769179,0.163171945989242,10.160452652325848,3.217488820221818,3.7837804292963777,13.646946333613938,25.975141280048376,44.28529801,-99.25822904,103.23479810015536,0.0,12.9744571602744,10.290754745109203,12.821817587640767,10.15824604321959
47.0,0.9005434782608697,3.267140136515713,0.6996531388609062,10.11366743745848,4.147579218321948,4.04484434895246,15.686693774118408,25.394148854299843,35.88471808,-86.10862377,102.28626903550797,0.0,14.87379760371062,10.198393470077228,14.859665956858604,10.032803824006184
48.0,0.5713080168776371,7.8214972455116945,0.2683244150156317,10.17835030752565,3.253803171622831,4.176039348308419,17.09069839635449,27.240465802355804,31.65818605,-98.65226965,103.59881498270748,0.0,16.30664610118684,12.962401176688244,16.143393251238436,10.156772260762324
49.0,0.9298701298701298,7.069135845790898,0.746208880822301,10.096171896365629,2.5769162029059745,3.866845710549662,14.8805219394138,26.0862232819749,39.63565035,-111.6003276,101.93268696096314,0.0,14.098771873252417,10.220303579712972,13.821655638223987,10.144628180551992
50.0,0.6967095851216023,-0.11176990084300994,0.3397496468220238,10.27972980196739,3.840612586741733,3.7666980755710697,13.348111533787911,23.896017359246404,44.16028666,-72.68528623,105.67284480145652,0.0,12.685094859807537,8.954931860074698,12.688301244398478,10.17861615891629
51.0,1.056934306569343,3.1093890300397593,0.576904735385695,10.408647154675492,3.9390688763961688,4.0086018597608675,15.926984175772155,25.350764868417567,37.56542632,-78.51268422,108.33993559053422,0.0,15.198465599758363,10.68485163315069,15.04297828232335,10.327250888925668
53.0,1.1547151277013752,7.046318372590416,0.599175012793346,10.331105465285425,3.576246361426284,3.852854567548562,15.757327484057903,25.87144612504916,47.23708702,-120.7324056,106.73174013485038,0.0,14.987816518689957,11.33410975550552,14.889932607831167,10.301256454009822
54.0,2.5,-3.4158035340515176,2.233115141394066,10.050138752861821,3.8626563614361467,3.9465470404741807,14.433019981461397,24.854686133450475,38.81190905,-80.61919624,101.00528895177497,0.0,13.53090375202942,10.617343812185764,13.687022426691446,9.982668350410568
55.0,0.6871196754563896,4.929150435912278,0.3452789298792849,10.220048584538286,3.598857195329074,3.7321348908505576,15.563442304716451,25.666991801759092,44.40708334,-89.77145833,104.44939307032303,0.0,14.870947738488354,11.210481638644469,14.783793939619978,10.19828177359369
56.0,1.412162162162162,7.374509321535566,1.519777504138249,10.271216178807896,2.7900702288968846,3.7299785246450883,13.27535567227701,26.25054579132791,43.08797026,-107.1421614,105.49788179180507,0.0,12.595381271070233,10.55978919697525,12.489260885826392,10.298801309587917
